employee_id,first_name,last_name,email,phone_number,job_id,salary,commission_pct,manager_id,department_id
178,Kimberely,Grant,KGRANT,011.44.1644.429263,SA_REP,7000.0,0.15,149.0,
179,Charles,Johnson,CJOHNSON,011.44.1644.429262,SA_REP,6200.0,0.1,149.0,80.0
180,Winston,Taylor,WTAYLOR,650.507.9876,SH_CLERK,3200.0,,120.0,50.0
181,Jean,Fleurer,JFLEURER,650.507.9877,SH_CLERK,3100.0,,120.0,50.0
182,Martha,Sullivan,MSULLIVA,650.507.9878,SH_CLERK,2500.0,,120.0,50.0
183,Girard,Geoni,GGEONI,650.507.9879,SH_CLERK,2800.0,,120.0,50.0
184,Nandita,Sarchand,NSARCHAN,650.509.1876,SH_CLERK,4200.0,,121.0,50.0
185,Alexis,Bull,ABULL,650.509.2876,SH_CLERK,4100.0,,121.0,50.0
186,Julia,Dellinger,JDELLING,650.509.3876,SH_CLERK,3400.0,,121.0,50.0
187,Anthony,Cabrio,ACABRIO,650.509.4876,SH_CLERK,3000.0,,121.0,50.0
188,Kelly,Chung,KCHUNG,650.505.1876,SH_CLERK,3800.0,,122.0,50.0
189,Jennifer,Dilly,JDILLY,650.505.2876,SH_CLERK,3600.0,,122.0,50.0
190,Timothy,Gates,TGATES,650.505.3876,SH_CLERK,2900.0,,122.0,50.0
191,Randall,Perkins,RPERKINS,650.505.4876,SH_CLERK,2500.0,,122.0,50.0
192,Sarah,Bell,SBELL,650.501.1876,SH_CLERK,4000.0,,123.0,50.0
193,Britney,Everett,BEVERETT,650.501.2876,SH_CLERK,3900.0,,123.0,50.0
194,Samuel,McCain,SMCCAIN,650.501.3876,SH_CLERK,3200.0,,123.0,50.0
195,Vance,Jones,VJONES,650.501.4876,SH_CLERK,2800.0,,123.0,50.0
196,Alana,Walsh,AWALSH,650.507.9811,SH_CLERK,3100.0,,124.0,50.0
197,Kevin,Feeney,KFEENEY,650.507.9822,SH_CLERK,3000.0,,124.0,50.0
198,Donald,OConnell,DOCONNEL,650.507.9833,SH_CLERK,2600.0,,124.0,50.0
199,Douglas,Grant,DGRANT,650.507.9844,SH_CLERK,2600.0,,124.0,50.0
200,Jennifer,Whalen,JWHALEN,515.123.4444,AD_ASST,4400.0,,101.0,10.0
201,Michael,Hartstein,MHARTSTE,515.123.5555,MK_MAN,13000.0,,100.0,20.0
202,Pat,Fay,PFAY,603.123.6666,MK_REP,6000.0,,201.0,20.0
203,Susan,Mavris,SMAVRIS,515.123.7777,HR_REP,6500.0,,101.0,40.0
204,Hermann,Baer,HBAER,515.123.8888,PR_REP,10000.0,,101.0,70.0
205,Shelley,Higgins,SHIGGINS,515.123.8080,AC_MGR,12000.0,,101.0,110.0
206,William,Gietz,WGIETZ,515.123.8181,AC_ACCOUNT,8300.0,,205.0,110.0
